	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
COMMD2	5.006959881	4.402059511	5.011096808	4.356968292	5.027670937	5.40123243	3.492479058	5.680499554	5.319373365	5.372094403	5.855616266	4.839441651	3.936991648	5.088339422	5.583323964	4.714377756	4.703166027	4.680485503	5.255281386
COMMD3	1.636311127	2.104739347	2.273216891	1.749722402	2.273893599	2.31289176	1.152546466	1.408251118	1.371850007	2.269953431	2.183367441	1.984495826	2.389368371	1.189080164	1.693247692	1.991753584	2.96518345	1.674531438	1.747173035
COMMD4	6.27429484	5.011214236	5.176998164	4.976590436	5.601546286	4.991033302	6.205921699	5.151702608	3.762142721	4.443198124	5.938257488	6.058830704	6.172750107	5.59035776	6.039606063	4.681480353	5.877561751	6.299826445	5.896463377
COMMD5	5.377804176	4.914197573	3.520999798	4.423251226	3.741934539	3.744759434	5.786359485	3.757481532	5.55062848	4.704736738	4.185650445	5.13273516	5.386036345	4.13013456	4.346011256	5.315753204	5.740340502	4.783071794	4.420178342
COMMD6	4.37681032	3.328732329	4.429203485	5.011481914	4.327546964	5.201884194	4.062778703	4.325269929	3.604252555	4.45222493	3.433628897	4.966392516	4.437200493	4.915542171	4.820679968	5.667417706	4.293419358	4.357737416	3.868521319
COMMD7	4.774607897	5.341272103	4.992393858	5.370963661	5.456869042	5.427409271	7.775319839	5.145936885	4.980974481	4.97698583	3.539329479	5.997761732	5.534745546	6.00846643	6.223358349	4.975972935	3.48563027	6.041278019	5.35746739
COMMD8	2.365443169	2.165866385	4.193843971	3.511599925	3.190604267	3.608212627	0	2.431708202	2.030442139	2.650646333	3.281991192	1.328262205	2.835691095	2.25941466	2.711427255	2.279772501	3.664085321	2.977982559	3.295854987
COMMD9	5.255909688	3.793866478	5.392585469	5.797831244	5.392447317	4.78311182	6.624343446	4.26625703	4.417653834	5.278770616	5.49905589	6.073702415	5.421559519	5.482375832	4.852402377	4.741714231	4.688111871	6.274692454	4.900782981
COMT	4.834997928	7.005967875	5.86942841	5.362097744	3.933828811	6.042988686	8.279017034	5.506940317	6.60137013	5.440219183	5.918802062	7.451053582	5.968554489	6.860548089	6.679971894	6.508324644	6.69667098	5.990724626	4.939075496
COMTD1	2.209744795	2.492911162	2.396521989	3.0569419	2.34684311	2.002805601	4.078931841	1.408251118	2.786255148	2.780551967	4.649721859	2.326233497	4.263639313	2.328574351	3.117498954	3.008708174	2.159008711	2.753810354	2.95079278
COP1	5.144422861	4.527690831	4.94529563	5.670041751	5.749344458	5.365865469	4.021586428	5.764426434	5.26253014	5.260044485	5.335356668	5.449447524	4.955240116	5.003939164	5.032431028	5.086714508	5.282818222	4.726524545	5.09040635
COPA	9.894658417	8.777725655	8.661918779	9.354047185	8.985641915	8.973700754	8.383913639	8.323060976	9.209714694	8.324384914	8.23400114	8.653134237	7.800115468	8.785336633	8.384830371	7.999590493	8.504982901	7.907014803	7.391924481
COPB1	5.652408415	6.846618448	6.59291222	6.91599172	7.197202915	6.812022949	2.648134841	7.020533623	7.206407641	6.203278491	7.199896326	6.9908427	5.981835801	6.521350362	7.025509588	6.244594102	7.60861825	6.810839539	7.050345656
COPB2	8.38284718	8.289278096	7.812047385	7.432746281	7.672929247	8.498788086	5.150880766	7.954129748	8.789288468	7.708884428	7.965790791	7.995813386	7.320116669	8.47254687	8.836765646	8.151727468	8.374818106	7.713800299	7.97688681
COPE	6.694966914	5.753704062	5.159049163	6.812926102	5.546588752	6.19154348	8.226964332	5.473569755	5.936734518	4.806792852	5.580245633	6.699638972	5.36104586	7.726696534	7.418576801	6.20270123	6.513939978	6.391011426	5.458175367
COPG1	8.531819674	7.922631828	7.607332543	7.471018501	7.188181289	7.482274307	8.975547503	7.210671589	8.112077983	6.835871778	7.801224474	8.203185854	7.175257055	8.343087572	7.958330929	7.898571887	8.270035439	7.098715293	6.784548902
COPG2	5.287124838	4.131821822	6.051409991	4.954110845	4.790605431	4.67166848	4.542091653	4.660632435	4.543684886	4.189773421	5.08018121	5.565126091	5.073104683	5.498305526	4.854144446	6.266942191	4.238114313	5.092085805	5.103203602
COPRS	5.172469783	4.959210975	4.802290754	5.429848779	3.263348275	4.507219267	6.428674175	4.767131868	4.077261994	4.778363129	6.361730978	5.680738552	5.775845953	8.157031062	6.512478895	5.522398348	5.397476731	4.705779655	4.497483857
COPS2	4.988964222	6.347535102	6.065931808	5.783027751	5.264277568	6.220566024	0.729940268	6.636522392	5.243649573	6.394923852	6.897230434	4.243191675	4.491695831	5.640328774	6.403680796	4.720279335	5.936656176	5.838955701	6.774465829
COPS3	7.747982812	6.463053304	6.286868875	6.360566225	7.074962031	6.29583215	6.046674181	6.32316245	6.417561962	6.994128079	7.186485131	6.595931201	6.759230138	6.042028693	6.377876443	6.655466085	6.543135374	7.753760617	7.602480035
COPS4	5.582899774	4.99502331	4.952756842	4.597745035	4.608008903	5.473525087	1.090160949	5.340227814	4.682708267	4.953867642	5.766592177	5.455847418	5.481882035	4.81736873	5.320216087	5.059815801	4.98766872	5.380877814	5.425580792
COPS5	5.44577443	4.204515707	4.724223897	5.436283185	5.703103808	4.767992023	2.361652012	7.900635072	4.386696182	5.737138504	6.202402678	5.81512993	4.979807808	5.624372781	5.525464862	4.646782739	5.974373153	5.444868296	5.718080805
COPS6	7.359585614	7.315006683	7.179735974	6.331792675	6.01001752	6.06143937	7.77903234	7.184660972	7.06934904	6.578570581	6.7683054	7.999590451	7.480665707	7.582152644	7.300562456	7.578668931	6.772265971	7.823783474	7.582055704
COPS7A	6.697113842	5.776421148	6.790306712	5.75458404	5.720971364	4.978523282	7.44385475	5.862610222	6.107841654	5.173542136	5.631193021	6.823037917	6.161121663	7.107368419	6.785074124	5.507118159	5.97550084	6.260537572	5.797113137
COPS7B	5.983763877	5.815414611	5.820921102	4.945115	5.036129562	5.019623265	6.643477086	5.802796307	5.055696189	5.486354982	5.749485946	5.904143027	5.361858798	6.06134613	5.945508841	5.652062974	5.356514506	6.688239984	6.271710876
COPS8	5.580188139	6.54010936	5.590187336	5.884092991	5.455414357	6.057119213	4.797699093	6.035765969	5.405288601	5.663913362	5.500692564	5.893705033	5.641034041	5.809138459	6.616213191	5.704112125	6.46017383	6.251977498	6.254268189
COPS9	4.980175395	4.698773103	3.667854558	3.270616557	3.315596029	4.042271988	4.826686429	4.842739256	3.67770403	3.813747854	4.114748185	5.569067296	4.891362812	5.19815744	5.422383535	5.533613572	3.635833946	6.083702294	5.468684712
COPZ1	7.541947046	7.070131059	7.404497336	5.866897393	6.482859354	6.691423877	8.163999615	7.709951713	7.038311972	7.339661117	7.710083367	7.600539264	7.110707998	8.007465388	7.483607116	6.898870817	7.073892288	7.956587177	7.306138294
COPZ2	5.417407621	4.193793481	2.967412393	4.160708549	4.661137879	4.250524883	6.034301592	3.00754758	5.895544068	0.628683705	1.41597076	4.132137594	3.366324336	6.347588103	6.200260064	3.134839827	5.848312978	1.741290007	0.362550806
COQ10A	3.204174055	3.054813905	3.323354996	2.57510135	4.398906594	3.481758706	4.329018956	3.742276929	2.371344142	3.484765655	3.409437094	3.383076497	3.472506075	2.328574351	3.191020715	3.511249114	2.744818054	3.768057095	3.006350333
COQ10B	3.073652604	4.183976364	2.928587613	4.078227431	3.035690096	4.54086965	1.324985569	4.600070736	4.045901231	3.519535006	4.262907367	3.707791654	2.904258446	3.226456422	3.798504681	3.388141629	3.959085231	3.122729693	4.02228642
COQ2	4.9719239	3.844600416	3.828968484	3.884790958	3.025269233	4.564651398	2.752528275	3.480422934	3.560537801	3.908615408	3.910748252	5.553900515	4.49020954	4.21375865	4.658673725	4.295312381	2.94690273	5.009854766	4.299779827
COQ3	2.189554096	2.125404139	3.047646797	1.488084773	2.838504166	2.6157603	2.003820831	3.859650249	3.433008262	3.873207013	3.918115728	3.629435164	3.460412185	3.730993492	4.065363926	2.677715521	2.50974265	3.83071485	3.98860342
COQ4	6.539732901	4.982618176	5.09777756	5.104574137	5.29279487	5.071414028	6.708514467	4.036261234	4.29963226	5.443240625	4.521769558	5.122937998	5.016408675	5.066011059	4.933735886	5.496267587	4.911942195	5.641192541	4.765261764
COQ5	4.028019781	4.02809094	4.636139554	4.813943111	3.888554055	4.143546035	5.313302937	5.080944855	4.712973591	3.717201408	4.112609146	5.403099497	5.12190945	5.093867932	5.015406058	3.731774006	4.785198513	4.982519111	4.754803984
COQ6	4.580487853	3.379507302	3.506877331	4.254911355	5.286809194	3.72719216	5.899824525	4.585944804	3.646681582	3.666391998	4.795521708	4.241546315	5.395595043	4.132285336	4.077345262	3.716108498	5.31969296	4.570042321	4.335945856
COQ7	4.448229366	2.632270808	4.526412462	3.519276534	3.770292343	4.444927725	4.029919512	4.69788877	4.145426339	3.846068487	4.508815394	4.182743645	3.816444601	5.331428888	4.891947219	3.306806721	4.300635735	4.378858467	4.39346108
COQ8A	5.986399594	4.041200712	6.881480974	3.723581046	4.147084161	3.027028898	5.056147818	5.645512287	5.444898784	4.717271705	7.979500718	3.368074134	3.950024846	5.28481814	3.906543846	3.963386018	3.195546599	4.347059793	4.373714788
COQ8B	4.195317881	3.855773792	4.048207155	3.276668101	5.092119746	4.517475668	6.08116438	4.12099366	3.636190734	3.92167267	4.908333784	4.885472153	5.664285949	5.248596618	5.029350485	4.668311967	4.570647654	3.71090639	2.684424936
COQ9	5.571632526	5.544830092	5.315393428	4.906610122	4.543750571	5.185154971	6.469069767	4.937012666	5.576921922	5.493659991	6.345428959	5.641350608	5.802438295	7.023237664	6.670116204	5.102616248	3.872146758	5.424698488	5.624057711
CORO1A	1.6243272	2.377056651	0.754395535	2.226914223	2.841477115	3.024818296	4.259854517	2.38025091	0.861317932	1.323037139	3.334328127	3.181589006	3.407851171	2.083849546	2.540204509	3.47912452	2.497234377	1.981148555	2.668305422
CORO1B	6.475310464	6.546444493	5.571407609	6.417816573	6.259624736	6.18759638	7.778414253	5.281836087	5.809457796	5.018092683	5.679680185	8.373893431	6.541517973	6.813742605	6.142269217	6.683175595	6.695987024	8.270924218	6.919202986
CORO1C	7.555815626	8.077137455	7.327670245	7.543626374	7.263401819	8.180391276	8.568990009	7.840327798	7.189466243	7.843904462	7.616572582	8.336039045	7.359112654	8.494448937	8.43356094	8.268850139	9.072309395	8.434943788	8.400411812
CORO2A	2.026107279	2.89068849	1.613896501	4.814983039	2.295734882	2.763608046	2.772530167	1.749780785	1.153834978	1.323037139	3.430197662	1.025818691	5.041995075	1.345573888	0.431930224	0.702855355	4.833264127	3.122729693	3.637580162
CORO2B	4.122636942	1.682157033	0.684414539	2.291098094	4.838264049	2.400754142	4.691395303	1.939485951	2.077727182	3.049987705	0.802697501	0.203013209	3.908342531	7.578016462	5.130565846	2.080074521	5.912719492	0.612721681	4.27471187
CORO6	0.402119744	1.613601246	2.352072859	2.87346144	4.193196661	1.914816289	4.046442656	3.430703953	2.698222855	2.899720564	2.108061697	0.428004601	0	1.345573888	1.218063014	3.393075974	4.671507992	0.539580347	0
CORO7	0.670354949	1.752924447	1.636310901	1.854583257	1.588162799	1.483974922	2.732245168	1.245242073	0.748960039	0.585578742	2.798024996	1.826646025	1.524265474	1.43192047	0.957840828	1.396203466	1.705559944	1.192230362	0.960787232
COTL1	6.574988278	7.455261625	8.373380386	7.792903614	5.984020955	8.781399066	11.61288321	7.126317083	8.744968509	6.036243589	7.698720653	10.03481028	8.337664459	8.521572191	8.153286049	8.286608655	6.251656665	9.597879141	8.894298169
COX10	6.08642726	4.54849844	4.85818797	4.265600262	3.968236874	4.328770067	5.531481151	4.762115179	4.641340798	4.586733485	4.899676051	4.218312056	3.876839802	3.997203843	3.972184385	4.05340718	3.571662107	5.592300194	5.384853238
COX10.AS1	4.773251836	3.603723003	2.811999498	3.509031951	3.914195697	3.724470415	1.618141258	3.752431114	3.34556057	3.461111657	2.330503614	2.275679927	1.428184543	2.0386993	2.22184353	2.801642415	3.529287383	2.526637583	3.369986275
COX11	3.427494045	4.799293103	4.538363632	5.086171652	4.453362815	5.288278315	4.11070546	4.989467457	4.554867758	3.997627781	4.563084868	4.774931887	4.128772457	4.263664595	4.394702099	4.915528536	4.697709946	4.900914814	4.847197389
COX14	3.914509606	2.655190458	2.534185532	3.425708196	3.238754034	3.348459739	4.98935007	3.175437362	2.332883669	2.661065067	4.112609146	4.107056799	3.343458557	3.95408356	3.533043709	3.974950676	3.54152198	4.399674762	3.245135546
COX15	4.037087853	4.53311428	4.825235411	4.520165634	5.157991683	4.663876333	4.928252151	5.804017213	5.422179661	4.694629753	5.640130943	5.141584303	5.02567214	4.595261238	5.088265747	4.445369445	4.381129004	5.484381165	5.596637276
COX17	4.455011458	4.387590537	3.898616422	2.999556887	3.197581977	3.721743526	4.576631075	3.29835025	4.48934936	4.081465906	5.012960656	5.605981341	4.995607729	5.414188518	5.51118227	5.312501336	4.271551088	4.714113441	5.113657941
COX18	3.69718739	3.593376575	3.619919949	3.649732367	3.733957431	3.843388173	2.993136335	3.625592912	4.22108305	3.290420183	3.607751893	3.554550531	2.973974217	2.981253738	3.297285836	2.956330895	2.728857697	3.276948443	3.28267968
COX19	4.7080349	4.478743134	5.375476672	4.947961858	5.555668691	4.868799235	5.614166793	3.835972497	4.762046244	5.147843678	3.935161585	4.794140581	4.882325942	4.579584371	4.585056105	4.953602001	4.357102979	4.779105391	4.502038529
COX20	5.387585881	5.322154898	5.040105955	4.826373043	4.917880248	4.801307187	3.091956888	3.700930042	5.152731524	4.65868707	4.133858142	5.319785419	5.489341049	5.49997215	5.095647918	4.199983557	4.045383315	4.597329954	4.785952614
COX4I1	7.91730582	7.874232522	7.629033616	7.749166212	7.378913415	8.794758911	9.588932277	7.247483305	7.682300423	7.830120569	8.60273608	8.672420836	8.219638203	8.207373546	7.88183094	8.06249937	6.792242503	8.751427113	8.514275332
COX5A	6.935361367	5.772168376	6.377807153	4.912937516	5.625890467	5.870300424	6.168670962	6.840672538	5.894444067	5.726016762	7.901269627	6.358508329	6.081929523	6.613914001	6.925080537	5.577622434	6.123740792	7.335220464	6.797807129
COX5B	6.784515971	6.42667613	6.663044605	6.546885333	6.197460256	6.614128943	8.162579233	9.611802226	6.223607959	6.753679127	7.248923799	7.563483903	7.378322807	7.523138312	7.742290351	7.130718025	5.984490744	7.548298896	7.080541122
COX6A1	5.454684506	4.601086724	3.997162983	4.444237669	4.421929756	4.83197509	5.519695061	4.905509502	3.160292764	3.221698214	5.179573867	5.47837539	5.001879564	5.68423557	5.470876221	5.391676835	4.924842545	5.612502283	4.963225021
COX6B1	6.547884558	7.250506143	5.966238805	5.861623008	6.615556516	5.895321749	8.032287596	6.624133698	6.058606044	6.28385957	7.644416551	7.444274765	7.025029955	7.793282678	7.429133904	6.874820813	7.137740138	7.689176121	6.675871151
COX6C	7.383778993	7.389296342	5.667494781	6.685532054	6.397058189	5.795767176	4.401455617	6.951145921	8.027555242	7.721072403	9.001634507	7.026392994	7.098810251	7.485988587	7.297684835	6.784292363	6.262784047	6.247678338	6.778225908
COX7A2	6.302301044	5.923792144	5.178271731	5.362097744	5.74498499	6.446296067	7.529361421	6.124441278	6.495804656	6.599034956	6.14023582	7.998129534	6.762004157	7.732556263	7.567496448	7.671577347	6.641969117	7.108231634	6.641449846
COX7A2L	6.298063894	6.676587981	6.94552124	5.978539436	5.665433112	6.475524484	8.216963347	6.481863844	7.111140807	6.137647534	6.45796199	7.328340421	6.987596899	6.585547075	6.49304388	6.762770699	6.912224914	7.705987087	7.191678121
COX7B	6.904725758	6.065804418	6.844055639	5.455749399	5.538825616	6.715610083	4.00477446	6.84364391	6.424437262	6.881137011	7.662258576	6.4949306	6.816985952	6.486467647	7.357862649	5.943649051	6.031874512	6.746277719	7.567326619
COX7C	6.85062194	6.642943072	6.343593197	5.932568119	5.700240728	5.58912308	6.147765528	7.496225915	6.341304293	5.845023071	7.925994795	6.915969788	6.859625964	7.8927359	7.000951821	6.993486943	6.295208809	7.206015257	7.531295199
COX8A	6.068849188	5.581561368	4.105562158	5.097754093	4.695226582	5.37283476	5.554768346	5.230092834	3.509721498	2.917210976	6.183166186	6.874902797	5.555502379	5.656110224	5.335261925	5.8663647	6.333092438	5.891339494	5.03333892
CPA4	0.586365087	2.394187874	0.132050271	6.37650267	0.021131263	6.907352771	7.376838149	0.130302251	0	3.089093494	0.036563218	2.833971702	8.221990667	2.867080102	2.178005976	3.37822202	0.03503562	4.102372926	2.352446667
CPD	5.417841609	6.372817218	5.970288119	7.140397307	5.891668594	6.6430616	3.418243029	6.611637698	7.476439725	5.242807201	6.632328351	6.101633859	5.962135767	6.271083252	6.467095938	5.983043825	7.345862918	4.455417664	5.081304159
CPE	9.487703565	7.183355982	8.366064507	5.379775426	10.14815801	5.460089897	4.482622306	10.71490485	10.95207305	8.254292288	8.03264939	2.607443857	5.504144369	4.405570948	0.877893017	6.91825419	10.13229144	5.04991097	4.091920357
CPEB1	0.315334989	4.433057996	3.427702712	0.639487042	1.697213411	3.10443542	3.123448031	3.270357464	3.377403813	2.283503546	2.732674291	1.010442415	3.230494589	2.13622836	3.605161615	2.713659253	0.345286578	2.138035368	1.747173035
CPEB2	1.537530976	3.215714712	2.677969843	4.240277138	3.424682118	4.127153056	1.024955328	2.696513155	2.457288095	2.618930929	3.293367188	0.642681876	1.351676867	1.473230068	2.565944586	1.869623598	5.16716487	1.093475069	2.111441655
CPEB4	2.898145937	6.10846762	4.400026527	5.765114499	5.388895472	4.326976925	1.573234545	5.281836087	5.381931921	4.722255355	3.86573537	3.691011117	2.248779096	2.814474742	2.990200108	3.958401217	4.520537439	2.847698684	4.198187622
CPED1	4.225379853	6.307405492	2.882451673	5.040223544	2.334234786	3.638889985	2.604166325	5.635945842	4.203426112	4.211201472	4.314068118	4.87807818	2.085140606	5.137349496	4.404246131	2.764046321	5.015346004	1.708296832	3.749070853
CPLANE1	3.241918494	5.302780966	5.14543933	6.1699192	6.341179439	5.483218143	0.645691452	4.779597796	4.60414492	3.989383123	3.743885218	3.397924458	4.214079654	3.432488963	4.269747869	4.422625937	5.387344693	4.3254645	4.062928257
CPLANE2	1.84174878	1.131859869	1.924336924	2.667810801	3.537140854	1.763940419	3.504488668	0.85075572	1.561203301	0.789274261	1.429781891	1.835398839	1.464968801	2.170120053	2.037885357	2.771644327	2.611899637	0.682333153	1.35246365
CPM	0.622961057	4.358209841	0.067535433	6.57478052	3.035690096	4.936805992	4.315448793	4.877948215	2.823720123	1.156296768	1.14167863	6.17544562	3.234050938	4.593701195	2.741856925	4.762835315	0.426693789	1.284656587	1.226018426
